instance,config,seed,total_iterations,total_time,best_cost,time_best_sol,iterations_best_sol
scqbf_025_1,DEFAULT,0,1,0.008610010147094727,1222.0,0.0021800994873046875,1
scqbf_025_1,DEFAULT,1,1,0.0015010833740234375,1258.0,0.0013432502746582031,1
scqbf_025_1,DEFAULT,2,1,0.001982450485229492,1258.0,0.0018453598022460938,1
scqbf_025_1,DEFAULT,3,1,0.0014715194702148438,1258.0,0.0013337135314941406,1
scqbf_025_1,DEFAULT,4,1,0.0014352798461914062,1258.0,0.0013146400451660156,1
scqbf_025_1,DEFAULT,5,1,0.0015218257904052734,1258.0,0.0013878345489501953,1
scqbf_025_1,DEFAULT,6,1,0.002186298370361328,1258.0,0.0020422935485839844,1
scqbf_025_1,DEFAULT,7,1,0.0011126995086669922,1250.0,0.0009586811065673828,1
scqbf_025_1,DEFAULT,8,1,0.002012491226196289,1258.0,0.0018777847290039062,1
scqbf_025_1,DEFAULT,9,1,0.0010557174682617188,1250.0,0.0009145736694335938,1
scqbf_025_1,DEFAULT,10,1,0.0015172958374023438,1198.0,0.0013942718505859375,1
scqbf_025_1,DEFAULT,11,1,0.0014698505401611328,1258.0,0.0013403892517089844,1
scqbf_025_1,DEFAULT,12,1,0.0010230541229248047,1250.0,0.0008993148803710938,1
scqbf_025_1,DEFAULT,13,1,0.000997781753540039,1250.0,0.0008723735809326172,1
scqbf_025_1,DEFAULT,14,1,0.0014731884002685547,1258.0,0.0013480186462402344,1
scqbf_025_1,DEFAULT,15,1,0.0014927387237548828,1258.0,0.0013666152954101562,1
scqbf_025_1,DEFAULT,16,1,0.0014834403991699219,1258.0,0.0013608932495117188,1
scqbf_025_1,DEFAULT,17,1,0.0020363330841064453,1258.0,0.0019021034240722656,1
scqbf_025_1,DEFAULT,18,1,0.0014810562133789062,1258.0,0.0013337135314941406,1
scqbf_025_1,DEFAULT,19,1,0.0019702911376953125,1258.0,0.0018453598022460938,1
scqbf_025_1,DEFAULT,20,1,0.0014660358428955078,1258.0,0.0013425350189208984,1
scqbf_025_1,DEFAULT,21,1,0.0014574527740478516,1258.0,0.0013363361358642578,1
scqbf_025_1,DEFAULT,22,1,0.0014591217041015625,1258.0,0.0013303756713867188,1
scqbf_025_1,DEFAULT,23,1,0.001020193099975586,1250.0,0.0008921623229980469,1
scqbf_025_1,DEFAULT,24,1,0.0014748573303222656,1258.0,0.0013473033905029297,1
scqbf_025_1,DEFAULT,25,1,0.0010263919830322266,1250.0,0.0008933544158935547,1
scqbf_025_1,DEFAULT,26,1,0.0015099048614501953,1258.0,0.0013854503631591797,1
scqbf_025_1,DEFAULT,27,1,0.0026009082794189453,1198.0,0.0024690628051757812,1
scqbf_025_1,DEFAULT,28,1,0.002054452896118164,1258.0,0.0019254684448242188,1
scqbf_025_1,DEFAULT,29,1,0.0014688968658447266,1258.0,0.0013420581817626953,1
scqbf_025_1,DEFAULT,30,1,0.0014510154724121094,1258.0,0.0013301372528076172,1
scqbf_025_1,DEFAULT,31,1,0.001971721649169922,1258.0,0.0018489360809326172,1
scqbf_025_1,DEFAULT,32,1,0.0015239715576171875,1258.0,0.0013968944549560547,1
scqbf_025_1,DEFAULT,33,1,0.0014965534210205078,1258.0,0.0013532638549804688,1
scqbf_025_1,DEFAULT,34,1,0.0020296573638916016,1258.0,0.0019097328186035156,1
scqbf_025_1,DEFAULT,35,1,0.0020012855529785156,1258.0,0.0018682479858398438,1
scqbf_025_1,DEFAULT,36,1,0.002592802047729492,1250.0,0.0024633407592773438,1
scqbf_025_1,DEFAULT,37,1,0.0015535354614257812,1258.0,0.001420736312866211,1
scqbf_025_1,DEFAULT,38,1,0.0020096302032470703,1258.0,0.0018830299377441406,1
scqbf_025_1,DEFAULT,39,1,0.0014600753784179688,1258.0,0.0013353824615478516,1
scqbf_025_1,DEFAULT,40,1,0.00099945068359375,1250.0,0.0008783340454101562,1
scqbf_025_1,DEFAULT,41,1,0.0025682449340820312,1222.0,0.0024471282958984375,1
scqbf_025_1,DEFAULT,42,1,0.0019860267639160156,1258.0,0.0018520355224609375,1
scqbf_025_1,DEFAULT,43,1,0.0014944076538085938,1258.0,0.0013606548309326172,1
scqbf_025_1,DEFAULT,44,1,0.0026559829711914062,1222.0,0.0025217533111572266,1
scqbf_025_1,DEFAULT,45,1,0.0015103816986083984,1258.0,0.0013811588287353516,1
scqbf_025_1,DEFAULT,46,1,0.0019974708557128906,1258.0,0.0018732547760009766,1
scqbf_025_1,DEFAULT,47,1,0.001024484634399414,1250.0,0.0008983612060546875,1
scqbf_025_1,DEFAULT,48,1,0.0014750957489013672,1258.0,0.0013425350189208984,1
scqbf_025_1,DEFAULT,49,1,0.0014452934265136719,1258.0,0.0013222694396972656,1
