instance,config,seed,target,target_hit,total_iterations,total_time,best_cost,time_best_sol,iterations_best_sol
scqbf_200_3,BEST_PROBABILISTIC,0,45423.0,True,1,1.512094497680664,45743.0,0.5040712356567383,1
scqbf_200_3,BEST_PROBABILISTIC,1,45423.0,True,1,1.5510878562927246,48926.0,0.4993307590484619,1
scqbf_200_3,BEST_PROBABILISTIC,2,45423.0,True,1,1.5428807735443115,49026.0,0.49780941009521484,1
scqbf_200_3,BEST_PROBABILISTIC,3,45423.0,True,1,1.5350966453552246,49026.0,0.490558385848999,1
scqbf_200_3,BEST_PROBABILISTIC,4,45423.0,True,1,1.537637710571289,49026.0,0.49768853187561035,1
scqbf_200_3,BEST_PROBABILISTIC,5,45423.0,True,1,1.503892421722412,45743.0,0.5032315254211426,1
scqbf_200_3,BEST_PROBABILISTIC,6,45423.0,True,1,1.5579838752746582,48849.0,0.5006697177886963,1
scqbf_200_3,BEST_PROBABILISTIC,7,45423.0,True,1,1.588393211364746,46755.0,0.5078623294830322,1
scqbf_200_3,BEST_PROBABILISTIC,8,45423.0,True,1,1.5477633476257324,49026.0,0.4991941452026367,1
scqbf_200_3,BEST_PROBABILISTIC,9,45423.0,True,1,1.565187931060791,46907.0,0.488178014755249,1
scqbf_200_3,BEST_PROBABILISTIC,10,45423.0,True,1,1.542008638381958,49026.0,0.4995102882385254,1
scqbf_200_3,BEST_PROBABILISTIC,11,45423.0,True,1,1.5003750324249268,45700.0,0.5038812160491943,1
scqbf_200_3,BEST_PROBABILISTIC,12,45423.0,True,1,1.5135281085968018,45700.0,0.5006017684936523,1
scqbf_200_3,BEST_PROBABILISTIC,13,45423.0,True,1,1.5132379531860352,45743.0,0.5040333271026611,1
scqbf_200_3,BEST_PROBABILISTIC,14,45423.0,True,1,1.5396842956542969,49026.0,0.4953155517578125,1
scqbf_200_3,BEST_PROBABILISTIC,15,45423.0,True,1,1.5384016036987305,48926.0,0.4949991703033447,1
scqbf_200_3,BEST_PROBABILISTIC,16,45423.0,True,1,1.4943320751190186,45743.0,0.5009877681732178,1
scqbf_200_3,BEST_PROBABILISTIC,17,45423.0,True,1,1.5637550354003906,46907.0,0.49417734146118164,1
scqbf_200_3,BEST_PROBABILISTIC,18,45423.0,True,1,1.5494680404663086,49026.0,0.5005183219909668,1
scqbf_200_3,BEST_PROBABILISTIC,19,45423.0,True,1,1.5589807033538818,49026.0,0.4996812343597412,1
scqbf_200_3,BEST_PROBABILISTIC,20,45423.0,True,1,1.5447204113006592,49026.0,0.4972341060638428,1
scqbf_200_3,BEST_PROBABILISTIC,21,45423.0,True,1,1.5404584407806396,49026.0,0.49542760848999023,1
scqbf_200_3,BEST_PROBABILISTIC,22,45423.0,True,1,1.5356402397155762,49026.0,0.49825477600097656,1
scqbf_200_3,BEST_PROBABILISTIC,23,45423.0,True,1,1.5591044425964355,46888.0,0.49460625648498535,1
scqbf_200_3,BEST_PROBABILISTIC,24,45423.0,True,1,1.5687899589538574,46907.0,0.48789119720458984,1
